DocID,Paragraph
0719208,"As a psychometrician, I welcome many aspects of Jim Holt's critique of ""The Bell Curve"" (Op-Ed, Oct. 19). But Mr. Holt uses a strategy long known to bigots who denigrate an outgroup. He clumps together all social science research and then assigns to the entire class characteristics of the most despicable members. While this may be seen as cleverness by some, it is the same brand of cleverness that makes ""The Bell Curve"" so loathsome."
0719208,"Supposedly ""The Bell Curve"" is controversy incarnate. By offering an alarmist interpretation of the fact that blacks as a group score 15 points lower than whites in I.Q. tests, the book's authors are, in their words, bravely tackling ""a taboo issue"" or, as their critics have it, recklessly fanning the flames of racial division in a nation already at the brink."
0752631,"What brings Ieoh Ming to mind after all these years is the furor over ""The Bell Curve,"" the book by Charles Murray and Richard Herrnstein that dares to examine a thesis unhelpful to race relations: the likelihood that much of intelligence is inherited, and the possibility that the average black is not as smart as the average white, who is in turn not as smart as the average Asian."
0752631,"Malcolm W. Browne cites Richard J. Herrnstein and Charles Murray's argument that they can prove that intelligence tests are not systematically biased against blacks because ""if the S.A.T. is biased against blacks, it will underpredict their college performance."" Since their examination of ""hundreds of studies"" reveals that such tests do correctly predict performance, they conclude that these tests are therefore not biased."
0752631,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0726351,"This month, Dr. Herrnstein's latest book, ""The Bell Curve: Intelligence and Class Structure in American Life"" (The Free Press), is to be published. The ""bell curve"" refers to the bell-like image created by graphs of the distribution of I.Q. in the general population. The book carries forward Dr. Herrnstein's position that inherited abilities dictate intelligence and so determine success in life."
0726351,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
1269596,"A few days after you published Malcolm W. Browne's quite favorable review of three new books that attribute intelligence primarily to genetic factors, I came across a discussion of intelligence testing in William Broad and Nicholas Wade's 1982 book, ""Betrayers of the Truth."" Mr. Broad and Mr. Wade list ""three cardinal principles"" for the use of intelligence tests, as laid down by the tests' inventor, Alfred Binet: ""Binet's Rule 1 was: The scores do not define anything innate or permanent. Rule 2: The scale is a rough guide for identifying and helping learning-disabled children; it is not a way of measuring normal children. Rule 3: Low scores don't mean a child is innately incapable."""
0740225,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0740225,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0740225,"The final effect of ""Outsmarting IQ"" -- one its author probably didn't intend -- may be a feeling that the I.Q. debate would most benefit from a hundred-year moratorium. Genetic pessimists would cease harassing minorities and providing employment for journalists (think of the reams of perfervid prose, pro and con, generated by ""The Bell Curve""). Educational optimists would stop raising expectations that they cannot, at least yet, hope to fulfill. A century from now we may finally be able to assess intelligence without fuzzy thinking.  Derek Bickerton's most recent book is ""Language and Species."" His next, ""Language and Human Behavior,"" will be published later this year."
0740225,"(St. Martin's, $16.95.) A collection of tales. 10 * 8 13 THE BELL CURVE, by Richard J. Herrnstein and Charles Murray."
0740225,"The most insistent plea of the four authors is for freedom of debate and an end to the shroud of censorship imposed upon scientists and scholars by pressure groups and an acquiescing society. Mr. Murray and Mr. Herrnstein write that ""for the last 30 years, the concept of intelligence has been a pariah in the world of ideas,"" and that the time has come to rehabilitate rational discourse on the subject. It is hard to imagine a democratic society doing otherwise.  Malcolm W. Browne is a science reporter for The New York Times."
0740225,"A 1985 book, ""Crime and Human Nature,"" which Dr. Herrnstein wrote with James Q. Wilson, a political scientist now at the University of Southern California, held that a propensity toward crime had biological roots, which were inherited. That book also ignited debate over the question of ""nature versus nurture."""
0719432,"It could hardly have been otherwise. The book's authors, Richard Herrnstein and Charles Murray, did not release their statistical findings -- the only important original contributions in the book -- for formal review by scholars before publication. Their runaround obstructed response by other social scientists, who needed time to appraise hundreds of pages of statistical analysis. Now, three years later, scholars have caught up, shattering the book's core claims."
0726340,"""What Do I.Q. Tests Measure? Not Intelligence"" by Richard A. Gardner (letter, Nov. 12) is such a collection of half-truths, distortions and inaccuracies that it takes a place toward the bottom among the heated attacks made against the book ""The Bell Curve,"" by Richard J. Herrnstein and Charles Murray."
0726340,"""What Do I.Q. Tests Measure? Not Intelligence"" by Richard A. Gardner (letter, Nov. 12) is such a collection of half-truths, distortions and inaccuracies that it takes a place toward the bottom among the heated attacks made against the book ""The Bell Curve,"" by Richard J. Herrnstein and Charles Murray."
0726340,"Malcolm W. Browne cites Richard J. Herrnstein and Charles Murray's argument that they can prove that intelligence tests are not systematically biased against blacks because ""if the S.A.T. is biased against blacks, it will underpredict their college performance."" Since their examination of ""hundreds of studies"" reveals that such tests do correctly predict performance, they conclude that these tests are therefore not biased."
0731763,"This may be the only real philosophical question raised by ""The Bell Curve,"" the book by Charles Murray and the late Richard Herrnstein that has monopolized magazine covers and inflamed pundits for two weeks."
0731763,"A monument of the genre was last year's ""The Bell Curve,"" by Charles Murray and Richard Herrnstein, which argued that races differ in intellect and that heredity has much to do with the differences. Many scientists dismiss the book's statistical analysis as nonsense, but it has sold 400,000 copies."
0738399,"Scientists recently announced, for example, the discovery of a gene that makes mice get fat and that very well could be involved in some types of human obesity. The most notorious book of 1994, ""The Bell Curve,"" by Charles Murray and Richard J. Herrnstein, insists that there is a strong heritable component to intelligence, and that, sorry, some ethnic groups have a greater share of the bright stuff than others. Researchers have put forth candidate genes for homosexuality, aggression and criminality, which for most of this century were attributed largely to social conditions and upbringing. And a steady stream of books about the evolution of behavior -- most notably ""The Moral Animal"" by Robert Wright -- argues that the hand of natural selection urges powerful men to dump their aging wives for nubile beauties, women to fixate on the thickness of a man's wallet, and both sexes to consider dallying in adulterous waters."
0738399,"Scientists recently announced, for example, the discovery of a gene that makes mice get fat and that very well could be involved in some types of human obesity. The most notorious book of 1994, ""The Bell Curve,"" by Charles Murray and Richard J. Herrnstein, insists that there is a strong heritable component to intelligence, and that, sorry, some ethnic groups have a greater share of the bright stuff than others. Researchers have put forth candidate genes for homosexuality, aggression and criminality, which for most of this century were attributed largely to social conditions and upbringing. And a steady stream of books about the evolution of behavior -- most notably ""The Moral Animal"" by Robert Wright -- argues that the hand of natural selection urges powerful men to dump their aging wives for nubile beauties, women to fixate on the thickness of a man's wallet, and both sexes to consider dallying in adulterous waters."
0726406,"Charles Murray, the conservative social analyst at the American Enterprise Institute and author of ''Losing Ground: American Social Policy, 1950-1980'' and, with Richard J. Herrnstein, ''The Bell Curve: Intelligence and Class Structure in American Life,'' views the persistence of idleness during boom times as a sign that ''the underclass is as big as it's ever been and may still be growing.''"
0726406,"Dr. Neisser sees his book as a rebuttal to the 1994 book by Charles Murray and Richard J. Herrnstein, ''The Bell Curve,'' which argued that there is a strong link between I.Q. and income, and consequently, class and upward mobility. It noted the increase in I.Q. scores, but it did not see the upward movement as inconsistent with its thesis."
0741519,"Charles Murray, best known for attacking welfare, and Richard Herrnstein, an experimental psychologist who argued that intelligence is largely in the genes, built public careers as the dark angels of social science. And with the publication of ""The Bell Curve,"" their reputations have apparently been secured: The 845-page tract has driven liberal editorial writers to rug-chewing and led the editors of The New Republic to elicit 17 separate rebuttals."
0741519,"Charles Murray, best known for attacking welfare, and Richard Herrnstein, an experimental psychologist who argued that intelligence is largely in the genes, built public careers as the dark angels of social science. And with the publication of ""The Bell Curve,"" their reputations have apparently been secured: The 845-page tract has driven liberal editorial writers to rug-chewing and led the editors of The New Republic to elicit 17 separate rebuttals."
0724984,"THE BELL CURVE: Intelligence and Class Structure in American Life. By Richard J. Herrnstein and Charles Murray. (Free Press, $30.) The evidence the authors see indicates to them that society is layered in rough accordance with I.Q. and that I.Q. is largely heritable, findings they believe society needs to take note of."
0724984,"But his record is hard to ignore. As the author of ''Losing Ground'' (1984), which argued that social programs do more harm than good, and then, with Richard J. Herrnstein, of ''The Bell Curve'' (1994), which theorized a genetic basis for class and IQ differences between blacks and whites, Mr. Murray has repeatedly managed what for a scholar is too rare a feat to be entirely accidental: to capture the national spotlight by arousing public ire. Is it any surprise that his latest book seems intended to inflame passions once again?"
0729189,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence and class structure are affecting American life."
0729189,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence and class structure are affecting American life."
0734231,THE BELL CURVE Intelligence and Class Structure in American Life. By Richard J. Herrnstein and Charles Murray. Illustrated. 845 pp. New York: The Free Press. $30.
0734231,THE BELL CURVE Intelligence and Class Structure in American Life. By Richard J. Herrnstein and Charles Murray. Illustrated. 845 pp. New York: The Free Press. $30.
0727740,"At the Cornell workshop, the normal curve was a historical reference and a prop. Prof. John Carson, who organized the workshop for the university's Department of Science and Technology Studies, took a copy of ''The Bell Curve,'' the much-debated 1994 best seller by Charles Murray and Richard J. Herrnstein, and used its lurid cover illustration of the curve as a visual aid. The book was used by several other speakers, who by the end of a long day could draw a laugh just by waggling it."
0727740,"The issue of race and merit is freighted with emotional and political baggage, as was made clear when Richard J. Herrnstein and Charles Murray published ''The Bell Curve'' (The Free Press, 1994), a best seller asserting that the likeliest explanation for the gap in scores is genetic."
0730716,THE BELL CURVE Intelligence and Class Structure in American Life  By Richard J. Herrnstein and Charles Murray.  845 pages. The Free Press. $30.
0730716,THE BELL CURVE Intelligence and Class Structure in American Life  By Richard J. Herrnstein and Charles Murray.  845 pages. The Free Press. $30.
0737064,"Mr. Murray, a scholar at the American Enterprise Institute, created an uproar in 1994 when his book ''The Bell Curve,'' written with Richard J. Herrnstein, linked intelligence, race and genes."
0737064,"With his new book, ""The Bell Curve"" (The Free Press), Murray has something even more dangerous and inflammatory on his mind: the relationship between race, class, genes and intelligence. Written with Richard Herrnstein of Harvard, who died last month at the age of 64, the book argues that I.Q. scores -- and their large genetic component -- are the key to understanding who gets ahead in America and who languishes in crime, poverty and dependency."
0733157,"In ""Behind the Curve"" (Op-Ed, Dec. 26), Myron A. Hofer mentions experiments on rats to buttress his argument that ""The Bell Curve"" by Charles Murray and the late Richard J. Herrnstein is faulty science. That book has been widely criticized, and rightly so."
0733157,"In ""Behind the Curve"" (Op-Ed, Dec. 26), Myron A. Hofer mentions experiments on rats to buttress his argument that ""The Bell Curve"" by Charles Murray and the late Richard J. Herrnstein is faulty science. That book has been widely criticized, and rightly so."
0735530,"Recently, he has challenged the conclusions in ""The Bell Curve,"" Richard Herrnstein and Charles Murray's 1994 book about race and intelligence. Nor is he an admirer of standard methods of intelligence testing -- the Scholastic Aptitude Test developed by the Educational Testing Service, for example."
0735530,"Enter the social scientist Charles Murray and the psychologist Richard J. Herrnstein and their scramble through the thickets of psychometrics, the century-old science of human intelligence. Their new book, ""The Bell Curve: Intelligence and Class Structure in American Life"" (The Free Press), with its argument that intelligence is inherited, largely immutable and distributed unequally among ethnic groups, has loosed the predictably furious debate: Are I.Q. tests, upon which the authors rely heavily, accurate measures of brain power? Is the nature-nurture problem really largely irrelevant? Has science shown that black Americans, with a few exceptions, have little choice but to accept permanent second-class status (ameliorated, the authors suggest in a separate essay in The New Republic, by a pride of ""clan"")?"
0742898,"Enter the social scientist Charles Murray and the psychologist Richard J. Herrnstein and their scramble through the thickets of psychometrics, the century-old science of human intelligence. Their new book, ""The Bell Curve: Intelligence and Class Structure in American Life"" (The Free Press), with its argument that intelligence is inherited, largely immutable and distributed unequally among ethnic groups, has loosed the predictably furious debate: Are I.Q. tests, upon which the authors rely heavily, accurate measures of brain power? Is the nature-nurture problem really largely irrelevant? Has science shown that black Americans, with a few exceptions, have little choice but to accept permanent second-class status (ameliorated, the authors suggest in a separate essay in The New Republic, by a pride of ""clan"")?"
0742898,"This may be the only real philosophical question raised by ""The Bell Curve,"" the book by Charles Murray and the late Richard Herrnstein that has monopolized magazine covers and inflamed pundits for two weeks."
1282756,"Dr. Herrnstein's position at the center of debate over I.Q. would not have been predicted from his early career. His groundbreaking work in the 1950's and 1960's was in the field of behaviorist psychological theory, not intelligence."
1282756,"But Dr. Sternberg, the author of ''Successful Intelligence: How Creative and Practical Intelligence Determine Success in Life'' and ''Love Is a Story: A New Theory of Relationships,'' also has his critics."
1282756,"Perhaps Dr. Sternberg's harshest critic is Dr. Linda Gottfredson, a sociologist at the University of Delaware and the author of a critique of Dr. Sternberg's work on practical intelligence, to appear later this year in the journal Intelligence. ''The bottom line for me is that he hasn't provided any good evidence to support his claim that there is a separate practical intelligence,'' Dr. Gottfredson said."
1282756,"In fact, Dr. Sternberg, a professor of psychology at Yale, a prolific researcher, a widely known expert on intelligence testing and the progenitor of his own theory of ''successful'' intelligence, in some ways owes his entire career to an early failure: hobbled by test anxiety, he scored poorly on an I.Q. test when he was 6 years old, the beginning of a lifelong obsession with developing his own measures of mental abilities."
1282756,"Like Dr. Howard Gardner, the author of ''Frames of Mind: The Theory of Multiple Intelligences,'' Dr. Sternberg believes that society must broaden its lens, integrating a wider array of abilities into its conception of aptitude and achievement."
0751854,"A collection of tales. 10 * 8 13 THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.)"
0722990,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0722990,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0734621,"In response to Malcolm W. Browne's review of books on race and I.Q., Will Pflaum has written a letter to The Times Book Review that was also distributed on the E-mail network of the Human Behavior and Evolution Society, a discussion group composed mainly of evolutionary scientists. Mr. Pflaum repudiates racial groupings as they appear in ""Race, Evolution, and Behavior"" and ""The Bell Curve,"" and also demands a fully worked-out theoretical rationale for racial differences before we even begin to consider the empirical evidence."
1222336,"Richard J. Herrnstein, a Harvard University psychologist whose theory that intelligence was largely inherited made him a focus for debate, died at his home in Belmont, Mass., on Tuesday. He was 64."
0724800,"As welfare reform moves to the front burner, the author -- who won some fame, or infamy, as co-author of ""The Bell Curve"" -- has added a new introduction to the 10th-anniversary edition of this book. It holds that many of the Great Society programs actually made the poor worse off. ""The argument is not new, but it is well made,"" Lawrence M. Mead said here in 1984."
0712325,"""The Bell Curve,"" a flame-throwing treatise on race, class and intelligence by the late Richard Herrnstein and Charles Murray advances a grisly thesis: I.Q., largely inherited and intractable, dictates an individual's success -- an economic death knell for much of America's black population. The story has America increasingly divided by race and sliding inexorably into castes based on I.Q."
0712325,"Dr. Herrnstein first set off debate on I.Q., race and class in 1971 when he published an article in The Atlantic Monthly contending that intelligence is largely inherited, so no matter what efforts were made, egalitaranism would not work."
0712325,"A 1985 book, ""Crime and Human Nature,"" which Dr. Herrnstein wrote with James Q. Wilson, a political scientist now at the University of Southern California, held that a propensity toward crime had biological roots, which were inherited. That book also ignited debate over the question of ""nature versus nurture."""
0712325,"In a 1971 interview in The New York Times, he predicted that an inborn lack of ability would bar those of low I.Q. from career success, creating a ""biological stratification"" into castes based on ""hereditary meritocracy."" Dr. Herrnstein expanded his views into a 1973 book, ""I.Q. and Meritocracy,"" which ignited arguments over the uses of I.Q. testing."
0712325,"Richard J. Herrnstein, a Harvard University psychologist whose theory that intelligence was largely inherited made him a focus for debate, died at his home in Belmont, Mass., on Tuesday. He was 64."
0712325,"Richard J. Herrnstein, a Harvard University psychologist whose theory that intelligence was largely inherited made him a focus for debate, died at his home in Belmont, Mass., on Tuesday. He was 64."
0712325,"In the book, Dr. Herrnstein and his co-author, Charles Murray, a political analyst at the American Enterprise Institute, a conservative research group in Washington, contend that I.Q. is linked to economic success, criminality and being dependent on welfare. They argue that since I.Q. is fixed by genetics, it cannot be changed meaningfully by environment or learning."
0712325,"But the counterrevolution has arrived fast. Last Saturday at my local Barnes  & Noble, Newt Gingrich's formerly best-selling ""To Renew America"" was stacked on the 50-percent-off table next to ""Kato Kaelin: The Whole Truth."" Dinesh D'Souza's ""The End of Racism,"" tirelessly promoted as a controversial ideological companion piece to ""The Bell Curve,"" never made the Times list. Neither have Mr. Gingrich's novel ""1945,"" Mr. D'Amato's ""Power, Pasta and Politics,"" Pat Robertson's ""The End of the Age"" or Ben Wattenberg's ""Values Matter Most."""
0712325,"Because of his views, Dr. Herrnstein was often harassed in the early 1970's and his classes at Harvard were disrupted by student protesters. When Dr. Herrnstein took part in a debate on I.Q. and heredity sponsored by the magazine Social Policy at the Carnegie Center in Manhattan in 1973, the two hours of questions from his audience were largely hostile."
0712325,"Dr. Herrnstein drew heavily on the data of Dr. Arthur Jensen, a psychologist at the University of California at Berkeley, who held that differences between the races in I.Q. were the result of heredity rather than factors like education or economic status. Because of this, Dr. Herrnstein was widely assumed in the academic debates to share Dr. Jensen's views on race and I.Q., which Dr. Herrnstein denied."
1214886,"Black conservative intellectuals are faced with rebutting arguments like those made by Charles Murray in ''The Bell Curve,'' which suggested that blacks might be genetically inferior, or countering arguments made by Dinesh D'Souza in ''The End of Racism,'' which held that blacks are culturally inferior."
1214886,"The phenomenon of the unread best seller comes to mind because of the recent publication of ''Ravelstein,'' Saul Bellow's novel about the life and death of his friend Allan Bloom. In life, Bloom was a humanities professor well known only in the academy who gained international fame in 1987 after the surprising success of his dense treatise ''The Closing of the American Mind.'' To this day, many consider it one of the prime examples of an emperor's new book."
1214886,"The phenomenon of the unread best seller comes to mind because of the recent publication of ''Ravelstein,'' Saul Bellow's novel about the life and death of his friend Allan Bloom. In life, Bloom was a humanities professor well known only in the academy who gained international fame in 1987 after the surprising success of his dense treatise ''The Closing of the American Mind.'' To this day, many consider it one of the prime examples of an emperor's new book."
0720878,"THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0720878,"His views place him to the right of those who would throw out standardized tests altogether -- he wants to add, not subtract, and well to the left of I.Q. devotees like Dr. Richard J. Herrnstein and Dr. Charles Murray, authors of the 1994 book ''The Bell Curve.'' But some testing experts argue that Dr. Sternberg has yet to provide convincing evidence that the forms of intelligence he has identified are entirely distinct from what I.Q. tests measure."
0720878,"The regular rankings of colleges by U.S. News and World Report and Money magazine, plus ""The Bell Curve,"" the recently best-selling book by Richard J. Herrnstein and Charles Murray (Free Press, 1994) about America's intellectual elite, have contributed to the angst. So has the latest boomlet in the birthrate, called the baby boom echo, plus the rising cost of an undergraduate degree, which can now top $100,000."
0720878,Managing change in the new corporation. 9. THE BELL CURVE by Richard J. Herrnstein and Charles Murray.
0720878,"Mr. Murray's findings are not wrong because they are ugly. They are wrong because they blind us to more compelling interpretations and because they ignore the huge gaps in understanding the precise nature of intelligence. What is right about the book was already well known: skills have taken on increasing importance in the economy and they are difficult to acquire. What is new about the book -- the fixation on genes as destiny -- is surely unproved and almost surely wrong: programs here and abroad produce measurable, if unspectacular, results. These sobering lessons were clear before ""The Bell Curve"" was published. They remain so afterward."
0902956,"The repudiation of racial groupings simply ignores well-established, interlocking forms of physiological, anatomical and genetic evidence for these groupings. The demand for an evolutionary rationale overlooks the fact that J. Philippe Rushton offers a strong causal, evolutionary hypothesis. Whether ultimately right or wrong, his hypothesis is a starting point for further research. Richard J. Herrnstein and Charles Murray offer very little in the way of a causal theory; they're just organizing empirical information. But to repudiate all empirical information unless it already fits within a fully established causal theory -- as Mr. Pflaum demands -- is wholly arbitrary. Such ad hoc methodological restrictions are merely strategies of obfuscation and intellectual obstruction disguising themselves as scientific rigor. This kind of thing is, of course, nothing new. What is new, and worthy of some quiet celebration, is that objective scientific studies like those reviewed in the Book Review could get a fair, thoughtful and reasonable hearing in a major public forum. JOSEPH CARROLL  St. Louis"
0720111,"The entire book suffers from this lack of clarity. In a chapter on voyages to the moon in literature, Mr. Disch will be discussing, say, H. G. Wells, when suddenly Wells's ''evolutionary subtext'' will get him onto ''The Bell Curve,'' by Charles Murray, whose thesis, Mr. Disch writes, ''dismays for the same reason that 'The Time Machine' and 'The Origin of Species' do: it suggests that human nature is not a God-given absolute, but an un-Platonic variable, the function of our malleable genes.''  This makes sense only if you don't ask where Mr. Disch is coming from or where he's going."
0720110,"But the counterrevolution has arrived fast. Last Saturday at my local Barnes  & Noble, Newt Gingrich's formerly best-selling ""To Renew America"" was stacked on the 50-percent-off table next to ""Kato Kaelin: The Whole Truth."" Dinesh D'Souza's ""The End of Racism,"" tirelessly promoted as a controversial ideological companion piece to ""The Bell Curve,"" never made the Times list. Neither have Mr. Gingrich's novel ""1945,"" Mr. D'Amato's ""Power, Pasta and Politics,"" Pat Robertson's ""The End of the Age"" or Ben Wattenberg's ""Values Matter Most."""
0720110,"Put nature and nurture on the scales of science's analytical balance and it becomes a seesaw that never comes to rest. In the latest gyration, Mr. Murray, Mr. Herrnstein and other scholars have marshaled statistical evidence supporting the notion that some races are naturally more intelligent than others. But statistics, by their very nature, are tricky to interpret and tend to be most persuasive when they tell us what we already think we know."
0725182,"In 1988 he published ""The Triarch ic Mind,"" which discusses three kinds of intelligence: analytical, practical and creative. (His latest book, ""Successful Intelligence,"" is due out this year.)"
0725182,"Put nature and nurture on the scales of science's analytical balance and it becomes a seesaw that never comes to rest. In the latest gyration, Mr. Murray, Mr. Herrnstein and other scholars have marshaled statistical evidence supporting the notion that some races are naturally more intelligent than others. But statistics, by their very nature, are tricky to interpret and tend to be most persuasive when they tell us what we already think we know."
0725182,"Now, in middle age, Mr. Murray gets his kicks by thinking up ways to drape the cloak of respectability over the obscene and long-discredited views of the world's most rabid racists. And so ""The Bell Curve,"" written with Richard Herrnstein, who died last month, promotes the view that blacks are inherently inferior to whites."
0725182,"But Dr. Sternberg, the author of ''Successful Intelligence: How Creative and Practical Intelligence Determine Success in Life'' and ''Love Is a Story: A New Theory of Relationships,'' also has his critics."
0720772,"10 * 8 13 THE BELL CURVE, by Richard J. Herrnstein and Charles Murray. (Free Press, $30.) Ways in which differences in intelligence affect American life."
0726452,"Perhaps Dr. Sternberg's harshest critic is Dr. Linda Gottfredson, a sociologist at the University of Delaware and the author of a critique of Dr. Sternberg's work on practical intelligence, to appear later this year in the journal Intelligence. ''The bottom line for me is that he hasn't provided any good evidence to support his claim that there is a separate practical intelligence,'' Dr. Gottfredson said."
0763851,"In 1988 he published ""The Triarch ic Mind,"" which discusses three kinds of intelligence: analytical, practical and creative. (His latest book, ""Successful Intelligence,"" is due out this year.)"
0763851,"Look again at that unpalatable first premise. Standardized tests of intelligence have been widely condemned for cultural bias, and their use as sorting devices has been discouraged by the courts as well as by liberal opinion. But whatever the tests measure, Mr. Herrnstein, who died last month, and Mr. Murray correctly remind us that the scores predict success in school for ethnic minorities as well as for whites."
0763851,"I would not be surprised to learn that Charles Murray, co-author of ""The Bell Curve,"" likes to eat at Denny's, when he's not sipping Champagne at 30,000 feet. Although the menu might not be up to the standard of food served at those private dinner parties where he expounds on the correlation of race, economic status and criminal behavior, his ideas would be equally welcome at Denny's. Murray might not even be disturbed that some Denny's patrons receive more prompt and courteous service than others. He'd probably attribute it to differences in I.Q. ROBERT J. YAES, M.D. Bronx"
0763851,"The book starts with a long, somewhat discursive history of the field that pits H. H. Goddard, Charles Spearman -- of the g (for general intelligence) factor -- and other supporters of a monolithic, gene-bound intelligence against psychologists, from Raymond Cattell to Howard Gardner, who see intelligence as a mix of multiple factors. It's a story all too familiar to veterans of Psych 101. Firmly in the second camp, Mr. Perkins sees intelligence as consisting of three factors: neural intelligence (the genetic, g-producing factor), experiential intelligence (the expert's control over studied and practiced fields) and reflective intelligence. In the main part of the book he asks whether reflective intelligence -- never clearly defined, but apparently the capacity to use one's brain consciously and systematically, to make the most of one's g -- can be increased, and if so, how. He believes that training in reflective intelligence would, among other benefits, reduce the frequency with which supposedly intelligent people choose unintelligent solutions to their problems."
0763851,OUTSMARTING IQ  The Emerging Science of Learnable Intelligence. By David Perkins. 390 pp. New York: The Free Press. $23.
0763851,OUTSMARTING IQ  The Emerging Science of Learnable Intelligence. By David Perkins. 390 pp. New York: The Free Press. $23.
0763851,"IN one corner, serious social scientists (alias racist reactionaries) who believe intelligence is mostly genetically determined and cannot be significantly modified. In the other corner, serious social scientists (alias wishy-washy liberals) who believe intelligence is influenced by culture and can be improved by education. Ding-ding! Time for yet another round in the Great I.Q. Slugfest that's been going on for decades, with both parties still gamely sparring, though showing signs of fatigue. The current contender, David Perkins, is a senior research associate at the Harvard Graduate School of Education. His ""Outsmarting IQ,"" the latest in a series of books written or edited by him on the teaching of thinking, sets out to show that, in the author's own words, ""intelligence can be taught."""
1424320,"But in the last few years, conservative intellectuals have developed an inflexible, hard-edged dogma when it comes to race. There was a time, from the mid-1970's through the late 1980's, when some of the most nuanced and serious thinking about race came from the right -- whether it was James Q. Wilson's work on adolescent criminal behavior, Nathan Glazer's criticism of racial quotas or Charles Murray's analysis of the welfare state. They were concerned about the plight of black Americans. And their writing had a subtlety of thought and a generosity of spirit."
1424320,"He accuses two of them -- Dr. Richard Lewontin, a population geneticist at Harvard, and the late Dr. Stephen J. Gould, a historian of science -- of ''25 years of pointless attacks'' on Dr. Wilson and on Dr. Richard Dawkins, author of ''The Selfish Gene,'' for allegedly saying certain aspects of behavior are genetically determined."
1424320,"Dr. Pinker first became known outside his specialty through his 1994 book ''The Language Instinct,'' an approachable account of how the brain is constructed to learn language. He followed up that success with ''How the Mind Works,'' in which he shared his enthusiasm for the ideas of evolutionary psychology. ''The Blank Slate'' further broadens his ambit from neuroscience to political and social theory."
0738402,"Published on Oct. 21 by HarperCollins and accompanied by a publicity release optimistically anointing it ''his most ambitious and controversial work yet,'' ''Human Accomplishment: The Pursuit of Excellence in the Arts and Sciences, 800 B.C. to 1950'' is well timed to stir debate. At a moment of considerable East-West tension, when the phrase ''clash of civilizations'' has rarely had greater currency, Mr. Murray has issued what he says is a mathematically precise global assessment of human achievement, a ''résumé'' of the species in which Europeans like Shakespeare, Beethoven and Einstein predominate and in which Christianity stands out as a crucial spur to excellence. Equally provocative, he maintains that the rate of Western accomplishment is currently in decline."
0738402,"That would be tragic. Though ""The Bell Curve"" contains serious scholarship, it is also laced with tendentious interpretation. Once unlike-minded scholars have time to react, they will subject its findings to withering criticism. At its best, the Herrnstein-Murray story is an unconvincing reading of murky evidence. At its worst, it is perniciously and purposely incendiary. The graphs, charts, tables and data admit of less dire conclusions. But less dire would not have put Mr. Murray on the cover of news magazines, though it would have given America's disadvantaged a more accurate, hopeful glimpse of their future."
0738402,"In response to Malcolm W. Browne's review of books on race and I.Q., Will Pflaum has written a letter to The Times Book Review that was also distributed on the E-mail network of the Human Behavior and Evolution Society, a discussion group composed mainly of evolutionary scientists. Mr. Pflaum repudiates racial groupings as they appear in ""Race, Evolution, and Behavior"" and ""The Bell Curve,"" and also demands a fully worked-out theoretical rationale for racial differences before we even begin to consider the empirical evidence."
0738402,"In 1993, our reviewer, Tom De Haven, called this ""a truly original work of fiction,"" which explores ""a subculture that's baffling, often intimidating, to most of us."" LOSING GROUND: American Social Policy, 1950-1980 By Charles Murray. Basic Books, $16."
0721353,"A few days after you published Malcolm W. Browne's quite favorable review of three new books that attribute intelligence primarily to genetic factors, I came across a discussion of intelligence testing in William Broad and Nicholas Wade's 1982 book, ""Betrayers of the Truth."" Mr. Broad and Mr. Wade list ""three cardinal principles"" for the use of intelligence tests, as laid down by the tests' inventor, Alfred Binet: ""Binet's Rule 1 was: The scores do not define anything innate or permanent. Rule 2: The scale is a rough guide for identifying and helping learning-disabled children; it is not a way of measuring normal children. Rule 3: Low scores don't mean a child is innately incapable."""
0721353,"The I.Q. believers worked with messianic zeal. Like many before him, the British psychologist Sir Cyril Burt went way beyond science in defense of his beliefs. Burt alleged that intelligence was so wired into the genes, so indifferent to environment, that identical twins reared apart had virtually identical I.Q. scores. Statisticians now agree that Burt made much of it up."
